"cena","Oferta od","Kategoria","Marka pojazdu","Model pojazdu","Generacja","Rok produkcji","Przebieg","Pojemnoœæ skokowa","Rodzaj paliwa","Moc","Skrzynia biegów","Napêd","Typ","Liczba drzwi","Liczba miejsc","Kolor","Metalik","VAT mar¿a","Kraj pochodzenia","Numer rejestracyjny pojazdu","Zarejestrowany w Polsce","Pierwszy w³aœciciel","Bezwypadkowy","Serwisowany w ASO","Stan","VIN","Emisja CO2","Mo¿liwoœæ finansowania","Gwarancja dealerska (w cenie)","Pierwsza rejestracja","Faktura VAT","Leasing","Miesiêczna rata","Wersja","Filtr cz¹stek sta³ych","Per³owy","lub do (przebieg km)","Akryl (niemetalizowany)","Uszkodzony","Homologacja ciê¿arowa","Matowy","Tuning","Kierownica po prawej (Anglik)"
"43 700","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","155 500 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5",NA,"Inny kolor","Tak",NA,"Polska",NA,"Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,NA,NA,"23/10/2014",NA,NA,NA,"2.0 TDI","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"37 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","199 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny",NA,"Tak","Niemcy",NA,NA,NA,NA,"Tak","U¿ywane","Wyœwietl VIN","135 g/km",NA,"12 miesiêcy",NA,NA,NA,NA,"2.0 TDI Highline DSG",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"33 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","258 144 km","1 968 cm3","Diesel","170 KM","Manualna","Na przednie ko³a","Sedan","5","5","Srebrny","Tak",NA,NA,NA,"Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,"Variant 2.0 TDI BlueMotion Technology","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"32 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","245 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Srebrny","Tak",NA,"Niemcy","PZ821XE","Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,"25/03/2021",NA,NA,NA,"2.0 TDI Comfortline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","197 000 km","3 597 cm3","Benzyna","300 KM","Automatyczna","4x4 (do³¹czany automatycznie)","Kombi","5","5","Czarny","Tak","Tak",NA,NA,NA,NA,"Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","147 000 km","2 000 cm3","Diesel","170 KM","Automatyczna","4x4 (do³¹czany automatycznie)","Kombi","5","5","Czarny","Tak",NA,NA,NA,NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","130 000 km","2 000 cm3","Diesel","170 KM","Automatyczna","4x4 (do³¹czany automatycznie)","Kombi","5","5","Srebrny","Tak",NA,NA,NA,NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","218 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,NA,"KR5V943","Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","116 g/km",NA,NA,"29/06/2012",NA,NA,NA,"1.6 TDI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","290 000 km","1 986 cm3","Diesel","177 KM","Manualna",NA,"Kombi","5","5","Niebieski",NA,NA,NA,NA,NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN",NA,NA,"3 miesiêcy",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37 777","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","457 700 km","1 968 cm3","Diesel","170 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny",NA,NA,NA,"NE 1447 H",NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","139 g/km",NA,NA,"10/04/2012",NA,NA,NA,"2.0 TDI Comfortline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","128 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak","Tak",NA,"WWL9639K","Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","119 g/km","Tak",NA,"30/10/2013",NA,"Tak",NA,"2.0 TDI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","139 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Niebieski","Tak",NA,"Niemcy","NOL7059A","Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","120 g/km",NA,NA,"29/10/2014",NA,NA,NA,"Variant 2.0 TDI BlueMotion Technology","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"34 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","198 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak","Tak","Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,"2.0 TDI Highline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","207 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,NA,"SB2112N","Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","118 g/km",NA,NA,"08/11/2011",NA,NA,NA,"1.6 TDI DPF BlueMot Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","187 723 km","1 968 cm3","Diesel","170 KM","Automatyczna","4x4 (do³¹czany automatycznie)","Kombi","5","5","Bia³y",NA,"Tak","Szwecja",NA,"Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA
"32 500","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","139 000 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","Sedan","5","5","Z³oty","Tak","Tak","Polska","KMY1XL8","Tak","Tak","Tak",NA,"U¿ywane","Wyœwietl VIN","160 g/km","Tak",NA,"28/05/2012",NA,NA,NA,"1.8 TSI Highline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","226 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Sedan","5","5","Czarny","Tak",NA,NA,NA,"Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","153 g/km","Tak",NA,NA,NA,NA,NA,"2.0 TDI DPF Highline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","221 833 km","1 968 cm3","Diesel","170 KM","Automatyczna","4x4 (do³¹czany rêcznie)","Kombi","5","5","Br¹zowy","Tak",NA,"Niemcy","WOT64307","Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","149 g/km",NA,NA,"26/07/2011",NA,NA,NA,"2.0 TDI 4Mot Highline DSG",NA,NA,"221 833 km",NA,NA,NA,NA,NA,NA
"38 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","212 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Br¹zowy",NA,NA,NA,"CT0441R",NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,"26/03/2014",NA,NA,NA,"Variant 2.0 TDI DSG BlueMotion Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","328 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Sedan","5","5","Be¿owy",NA,NA,NA,NA,"Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,NA,NA,NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA
"32 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","290 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Srebrny",NA,NA,"Polska","ST4884S","Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,NA,NA,NA,NA,"Variant 2.0 TDI DSG BlueMotion Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","299 999 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,"Belgia","C1DARO","Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,"06/03/2012",NA,NA,NA,"2.0 TDI Highline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","345 000 km","1 968 cm3","Diesel","170 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Szary",NA,NA,NA,"GD699LC","Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","177 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI DPF Comfortline DSG",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"27 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","295 000 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","Sedan","4","5","Czarny",NA,NA,"Polska",NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","160 g/km",NA,NA,NA,NA,NA,NA,"1.8 TSI Highline",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"28 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","232 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Srebrny",NA,NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI Comfortline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","191 552 km","1 968 cm3","Diesel","177 KM","Automatyczna","Na przednie ko³a","Kombi","4","5","Srebrny","Tak",NA,"Polska","LCH65022","Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN","136 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI DSG BlueMotion Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","116 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Niebieski","Tak",NA,NA,"SRCHN35","Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","120 g/km",NA,NA,"17/09/2014",NA,NA,NA,"Variant 2.0 TDI BlueMotion Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","272 000 km","1 968 cm3","Diesel","177 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Br¹zowy","Tak",NA,"Niemcy",NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,NA,NA,NA,"2.0 TDI Highline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39 955","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","183 000 km","1 968 cm3","Diesel","180 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny",NA,"Tak",NA,NA,"Tak",NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA
"32 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","247 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny","Tak",NA,NA,"ZKA29795","Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","119 g/km",NA,NA,"01/09/2014",NA,NA,NA,"2.0 TDI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","261 000 km","1 968 cm3","Diesel","140 KM","Manualna",NA,"Kombi","5","5","Srebrny","Tak",NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","130 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,"Niemcy","GPU3LL8","Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","135 g/km","Tak",NA,"20/08/2014",NA,NA,NA,"2.0 TDI Highline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","170 000 km","1 390 cm3","Benzyna","160 KM","Automatyczna","Na przednie ko³a","Sedan","4","5","Czarny","Tak","Tak","Polska","CB626CC","Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN","142 g/km","Tak",NA,"28/03/2014",NA,NA,NA,"1.4 TSI BMT Highline DSG",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"35 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","138 000 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","Sedan","4","5","Br¹zowy","Tak",NA,"Niemcy","DLU42923","Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","160 g/km",NA,NA,"07/11/2011",NA,NA,NA,"1.8 TSI Comfortline Optimum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28 999","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","252 367 km","1 968 cm3","Diesel","143 KM","Manualna","Na przednie ko³a","Kombi","5","5","Niebieski","Tak","Tak",NA,"ZGL77423","Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN","144 g/km","Tak",NA,"19/01/2011",NA,NA,NA,"Variant 2.0 Blue TDI DPF",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"39 990","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","170 000 km","1 968 cm3","Diesel","170 KM","Manualna","Na przednie ko³a","Kombi","5","5","Z³oty","Tak","Tak","Niemcy","DBL3JE2","Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","169 g/km",NA,NA,"23/09/2011",NA,NA,NA,"2.0 TDI DPF Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","131 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Szary","Tak",NA,NA,"PSE47946","Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN","139 g/km",NA,NA,NA,NA,NA,NA,"Variant 2.0 Blue TDI DSG SCR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30 999","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","229 000 km","2 000 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,"Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","250 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,NA,NA,"Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN","113 g/km",NA,NA,"29/06/2012",NA,NA,NA,"Variant 1.6 TDI BlueMotion","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"33 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","217 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Br¹zowy","Tak",NA,"Polska",NA,NA,NA,"Tak",NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","230 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Br¹zowy","Tak","Tak","Polska",NA,"Tak",NA,"Tak",NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,"b7-2010-2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","265 000 km","1 968 cm3","Diesel","140 KM","Manualna",NA,"Kombi","5","5","Czarny",NA,NA,"Niemcy",NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,"2.0 TDI Highline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","211 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny",NA,NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN","116 g/km",NA,NA,NA,NA,NA,NA,"1.6 TDI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","220 000 km","1 984 cm3","Benzyna","211 KM","Manualna","Na przednie ko³a","Kombi","5","5","Bia³y","Tak",NA,"Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"28 900","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","271 500 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Bia³y",NA,"Tak","Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,"2.0 TDI Comfortline DSG",NA,NA,NA,"Tak",NA,NA,NA,NA,NA
"35 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","164 000 km","1 998 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny","Tak","Tak","Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,"Tak","3 miesiêcy",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA
"34 000","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","200 283 km","1 968 cm3","Diesel","170 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny","Tak","Tak","Niemcy","HHAK4252",NA,NA,NA,"Tak","U¿ywane","Wyœwietl VIN","163 g/km","Tak",NA,NA,NA,NA,NA,"Variant 2.0 TDI DPF DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","225 000 km","1 390 cm3","Benzyna+CNG","150 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Niebieski","Tak","Tak",NA,NA,"Tak",NA,NA,NA,"U¿ywane","Wyœwietl VIN","158 g/km",NA,NA,NA,NA,NA,NA,"Variant 1.4 TSI EcoFuel DSG",NA,NA,NA,NA,"Tak",NA,NA,NA,NA
"43 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","97 000 km","1 390 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","Sedan","5","5","Bia³y","Tak","Tak",NA,NA,"Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","144 g/km",NA,NA,NA,NA,NA,NA,"1.4 TSI BMT Highline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","117 561 km","1 968 cm3","Diesel","140 KM","Manualna",NA,"Kombi","5","5","Srebrny",NA,NA,NA,NA,"Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,"2.0 TDI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43 050","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","293 000 km","3 597 cm3","Benzyna","300 KM","Automatyczna","4x4 (do³¹czany automatycznie)","Sedan","5","5","Czarny",NA,NA,"Polska",NA,NA,NA,"Tak",NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,"29/12/2013","Tak",NA,NA,"3.6 V6 4Mot Highline DSG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","195 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny",NA,"Tak","Niemcy",NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN",NA,"Tak",NA,"01/05/2013",NA,NA,NA,"2.0 TDI",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"42 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2012","150 867 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny","Tak","Tak",NA,NA,"Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN","119 g/km","Tak",NA,"08/01/2013",NA,NA,NA,"2.0 TDI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","273 102 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Inny kolor","Tak",NA,NA,"SBI5LJ5","Tak","Tak","Tak",NA,"U¿ywane","Wyœwietl VIN","119 g/km",NA,NA,"04/04/2013",NA,NA,NA,"2.0 TDI Highline","Tak",NA,NA,NA,NA,NA,NA,NA,NA
"23 862","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","174 012 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Sedan","4","5","Czarny",NA,NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52 000","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","65 783 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","5","5","Czarny","Tak",NA,"Polska","WO71609","Tak","Tak","Tak",NA,"U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,"24/01/2014",NA,NA,NA,"2.0 TDI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34 700","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","160 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","Kombi","4","5","Br¹zowy","Tak",NA,"Niemcy",NA,NA,"Tak","Tak",NA,"U¿ywane","Wyœwietl VIN","153 g/km",NA,NA,NA,NA,NA,NA,"2.0 TDI DPF Comfortline",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"44 900","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","194 005 km","1 968 cm3","Diesel","177 KM","Automatyczna","4x4 (sta³y)","Kombi","5","5","Czarny","Tak",NA,"Polska","PO4EJ49","Tak",NA,NA,"Tak","U¿ywane","Wyœwietl VIN","155 g/km","Tak",NA,"28/06/2013","Tak",NA,NA,"Alltrack 2.0 TDI 4Motion DSG BlueMotion Tec",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41 500","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","136 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny",NA,NA,"Polska",NA,"Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN","135 g/km",NA,NA,NA,NA,NA,NA,"Variant 2.0 TDI DSG BlueMotion Technology",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"45 387","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","232 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Czarny",NA,NA,NA,NA,"Tak","Tak","Tak","Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,"Tak","Tak",NA,"2.0 TDI Comfortline DSG",NA,"Tak",NA,NA,NA,NA,NA,NA,NA
"54 700","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","157 190 km","2 000 cm3","Benzyna","211 KM","Automatyczna","Na przednie ko³a","Kombi","5","5","Inny kolor","Tak",NA,"Polska","WD8072F","Tak","Tak",NA,"Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,"12/12/2014","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30 400","Osoby prywatnej","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2011","197 000 km","1 968 cm3","Diesel","140 KM","Manualna",NA,"Kombi","5","5","Niebieski",NA,NA,"Niemcy",NA,"Tak",NA,"Tak","Tak","U¿ywane","Wyœwietl VIN",NA,NA,NA,NA,NA,NA,NA,"2.0 TDI Comfortline",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31 800","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2013","223 000 km","1 600 cm3","Diesel","110 KM","Manualna","Na przednie ko³a","Kombi","5","5","Srebrny","Tak","Tak","Niemcy",NA,NA,"Tak","Tak","Tak","U¿ywane","Wyœwietl VIN",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA
